key	effects	duration	expended_cost	required_cost	image_path	upkeep_cost
ovn_fim_skattach_initiative_chs_khorne_5_units_soul_grinder	wh3_dlc20_faction_initiative_chs_5_units_soul_grinders	-1	ovn_fim_skattach_initiative_slaves_kho_t5	ovn_fim_skattach_initiative_slaves_kho_t5_sacrifice_requirement_low	UI\skins\default\chaos_gifts\ritual_gift_khorne_rank_5.png	ovn_fim_skattach_initiative_slaves_kho_upkeep_t5
ovn_fim_skattach_initiative_chs_nurgle_1_army_replenishment	wh3_dlc20_faction_initiative_chs_nurgle_1_army_replenishment	-1	ovn_fim_skattach_initiative_slaves_nur_t1	ovn_fim_skattach_initiative_slaves_nur_t1_sacrifice_requirements	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_1.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t1
ovn_fim_skattach_initiative_chs_nurgle_1_economy_growth	wh3_dlc20_faction_initiative_chs_nurgle_1_economy_growth	-1	ovn_fim_skattach_initiative_slaves_nur_t1	ovn_fim_skattach_initiative_slaves_nur_t1	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_1.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t1
ovn_fim_skattach_initiative_chs_nurgle_1_units_beast_of_nurgle	wh3_dlc20_faction_initiative_chs_nurgle_1_units_beasts_of_nurgle	-1	ovn_fim_skattach_initiative_slaves_nur_t1	ovn_fim_skattach_initiative_slaves_nur_t1	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_1.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t1
ovn_fim_skattach_initiative_chs_nurgle_1_units_plaguebearers	wh3_dlc20_faction_initiative_chs_nurgle_1_units_plaguebearers	-1	ovn_fim_skattach_initiative_slaves_nur_t1	ovn_fim_skattach_initiative_slaves_nur_t1	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_1.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t1
ovn_fim_skattach_initiative_chs_nurgle_2_army_upgrades	wh3_dlc20_faction_initiative_chs_nurgle_2_army_upgrades	-1	ovn_fim_skattach_initiative_slaves_nur_t2	ovn_fim_skattach_initiative_slaves_nur_t2_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_2.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t2
ovn_fim_skattach_initiative_chs_nurgle_3_characters_marking	wh3_dlc20_faction_initiative_chs_nurgle_3_characters_marking	-1	ovn_fim_skattach_initiative_slaves_nur_t3	ovn_fim_skattach_initiative_slaves_nur_t3_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_3.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t3
ovn_fim_skattach_initiative_chs_nurgle_3_units_plague_drones	wh3_dlc20_faction_initiative_chs_nurgle_3_units_plague_drones	-1	ovn_fim_skattach_initiative_slaves_nur_t3	ovn_fim_skattach_initiative_slaves_nur_t3_sacrifice_requirement_high	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_3.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t3
ovn_fim_skattach_initiative_chs_nurgle_3_units_warshrine	wh3_dlc20_faction_initiative_chs_nurgle_3_units_warshrine	-1	ovn_fim_skattach_initiative_slaves_nur_t4	ovn_fim_skattach_initiative_slaves_nur_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_4.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t4
ovn_fim_skattach_initiative_chs_nurgle_5_units_great_unclean_one	wh3_dlc20_faction_initiative_chs_nurgle_5_units_great_unclean_one	-1	ovn_fim_skattach_initiative_slaves_nur_t5	ovn_fim_skattach_initiative_slaves_nur_t5_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_5.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t5
ovn_fim_skattach_initiative_chs_nurgle_5_units_soul_grinder	wh3_dlc20_faction_initiative_chs_5_units_soul_grinders	-1	ovn_fim_skattach_initiative_slaves_nur_t5	ovn_fim_skattach_initiative_slaves_nur_t5_sacrifice_requirement_low	UI\skins\default\chaos_gifts\ritual_gift_nurgle_rank_5.png	ovn_fim_skattach_initiative_slaves_nur_upkeep_t5
ovn_fim_skattach_initiative_chs_slaanesh_1_army_movement	wh3_dlc20_faction_initiative_chs_slaanesh_1_army_movement	-1	ovn_fim_skattach_initiative_slaves_sla_t1	ovn_fim_skattach_initiative_slaves_sla_t1_sacrifice_requirements	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_1.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t1
ovn_fim_skattach_initiative_chs_slaanesh_1_economy_control	wh3_dlc20_faction_initiative_chs_slaanesh_1_economy_control	-1	ovn_fim_skattach_initiative_slaves_sla_t1	ovn_fim_skattach_initiative_slaves_sla_t1	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_1.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t1
ovn_fim_skattach_initiative_chs_slaanesh_1_units_daemonettes	wh3_dlc20_faction_initiative_chs_slaanesh_1_units_daemonettes	-1	ovn_fim_skattach_initiative_slaves_sla_t1	ovn_fim_skattach_initiative_slaves_sla_t1	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_1.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t1
ovn_fim_skattach_initiative_chs_slaanesh_1_units_seeker_chariots	wh3_dlc20_faction_initiative_chs_slaanesh_1_units_seeker_chariots	-1	ovn_fim_skattach_initiative_slaves_sla_t1	ovn_fim_skattach_initiative_slaves_sla_t1	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_1.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t1
ovn_fim_skattach_initiative_chs_slaanesh_2_army_upgrades	wh3_dlc20_faction_initiative_chs_slaanesh_2_army_upgrades	-1	ovn_fim_skattach_initiative_slaves_sla_t2	ovn_fim_skattach_initiative_slaves_sla_t2_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_2.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t2
ovn_fim_skattach_initiative_chs_slaanesh_3_characters_marking	wh3_dlc20_faction_initiative_chs_slaanesh_3_characters_marking	-1	ovn_fim_skattach_initiative_slaves_sla_t3	ovn_fim_skattach_initiative_slaves_sla_t3_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_3.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t3
ovn_fim_skattach_initiative_chs_slaanesh_3_units_fiends	wh3_dlc20_faction_initiative_chs_slaanesh_3_units_fiends	-1	ovn_fim_skattach_initiative_slaves_sla_t3	ovn_fim_skattach_initiative_slaves_sla_t3_sacrifice_requirement_high	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_3.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t3
ovn_fim_skattach_initiative_chs_slaanesh_3_units_warshrine	wh3_dlc20_faction_initiative_chs_slaanesh_3_units_warshrine	-1	ovn_fim_skattach_initiative_slaves_sla_t4	ovn_fim_skattach_initiative_slaves_sla_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_4.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t4
ovn_fim_skattach_initiative_chs_slaanesh_5_units_keeper_of_secrets	wh3_dlc20_faction_initiative_chs_slaanesh_5_units_keeper_of_secrets	-1	ovn_fim_skattach_initiative_slaves_sla_t5	ovn_fim_skattach_initiative_slaves_sla_t5_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_5.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t5
ovn_fim_skattach_initiative_chs_slaanesh_5_units_soul_grinder	wh3_dlc20_faction_initiative_chs_5_units_soul_grinders	-1	ovn_fim_skattach_initiative_slaves_sla_t5	ovn_fim_skattach_initiative_slaves_sla_t5_sacrifice_requirement_low	UI\skins\default\chaos_gifts\ritual_gift_slaanesh_rank_5.png	ovn_fim_skattach_initiative_slaves_sla_upkeep_t5
ovn_fim_skattach_initiative_chs_tzeentch_1_army_winds	wh3_dlc20_faction_initiative_chs_tzeentch_1_army_winds	-1	ovn_fim_skattach_initiative_slaves_tze_t1	ovn_fim_skattach_initiative_slaves_tze_t1	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_1.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t1
ovn_fim_skattach_initiative_chs_tzeentch_1_economy_technology	wh3_dlc20_faction_initiative_chs_tzeentch_1_economy_technology	-1	ovn_fim_skattach_initiative_slaves_tze_t1	ovn_fim_skattach_initiative_slaves_tze_t1_sacrifice_requirements	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_1.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t1
ovn_fim_skattach_initiative_chs_tzeentch_1_units_pink_horrors	wh3_dlc20_faction_initiative_chs_tzeentch_1_units_blue_horrors	-1	ovn_fim_skattach_initiative_slaves_tze_t1	ovn_fim_skattach_initiative_slaves_tze_t1	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_1.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t1
ovn_fim_skattach_initiative_chs_tzeentch_1_units_screamers	wh3_dlc20_faction_initiative_chs_tzeentch_1_units_screamers	-1	ovn_fim_skattach_initiative_slaves_tze_t1	ovn_fim_skattach_initiative_slaves_tze_t1	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_1.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t1
ovn_fim_skattach_initiative_chs_tzeentch_2_army_upgrades	wh3_dlc20_faction_initiative_chs_tzeentch_2_army_upgrades	-1	ovn_fim_skattach_initiative_slaves_tze_t2	ovn_fim_skattach_initiative_slaves_tze_t2_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_2.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t2
ovn_fim_skattach_initiative_chs_tzeentch_3_characters_marking	wh3_dlc20_faction_initiative_chs_tzeentch_3_characters_marking	-1	ovn_fim_skattach_initiative_slaves_tze_t3	ovn_fim_skattach_initiative_slaves_tze_t3_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_3.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t3
ovn_fim_skattach_initiative_chs_tzeentch_3_units_flamers	wh3_dlc20_faction_initiative_chs_tzeentch_3_units_flamers	-1	ovn_fim_skattach_initiative_slaves_tze_t3	ovn_fim_skattach_initiative_slaves_tze_t3_sacrifice_requirement_high	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_3.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t3
ovn_fim_skattach_initiative_chs_tzeentch_3_units_warshrine	wh3_dlc20_faction_initiative_chs_tzeentch_3_units_warshrine	-1	ovn_fim_skattach_initiative_slaves_tze_t4	ovn_fim_skattach_initiative_slaves_tze_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_4.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t4
ovn_fim_skattach_initiative_chs_tzeentch_5_units_lord_of_Change	wh3_dlc20_faction_initiative_chs_tzeentch_5_units_lord_of_Change	-1	ovn_fim_skattach_initiative_slaves_tze_t5	ovn_fim_skattach_initiative_slaves_tze_t5_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_5.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t5
ovn_fim_skattach_initiative_chs_tzeentch_5_units_soul_grinder	wh3_dlc20_faction_initiative_chs_5_units_soul_grinders	-1	ovn_fim_skattach_initiative_slaves_tze_t5	ovn_fim_skattach_initiative_slaves_tze_t5_sacrifice_requirement_low	UI\skins\default\chaos_gifts\ritual_gift_tzeentch_rank_5.png	ovn_fim_skattach_initiative_slaves_tze_upkeep_t5
ovn_fim_skattach_initiative_chs_undivided_1_army_marauders	wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	-1	ovn_fim_skattach_initiative_slaves_und_t1	ovn_fim_skattach_initiative_slaves_und_t1	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_1.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t1
ovn_fim_skattach_initiative_chs_undivided_1_economy_building	wh3_dlc20_faction_initiative_chs_undivided_1_economy_building	-1	ovn_fim_skattach_initiative_slaves_und_t1	ovn_fim_skattach_initiative_slaves_und_t1	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_1.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t1
ovn_fim_skattach_initiative_chs_undivided_1_units_furies	wh3_dlc20_faction_initiative_chs_undivided_1_units_furies	-1	ovn_fim_skattach_initiative_slaves_und_t1	ovn_fim_skattach_initiative_slaves_und_t1	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_1.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t1
ovn_fim_skattach_initiative_chs_undivided_2_army_upgrades	wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades	-1	ovn_fim_skattach_initiative_slaves_und_t2	ovn_fim_skattach_initiative_slaves_und_t2_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_2.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t2
ovn_fim_skattach_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	-1	ovn_fim_skattach_initiative_slaves_und_t2	ovn_fim_skattach_initiative_slaves_und_t2_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_2.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t2
ovn_fim_skattach_initiative_chs_undivided_2_xp_sharing	wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing	-1	ovn_fim_skattach_initiative_slaves_und_t2	ovn_fim_skattach_initiative_slaves_und_t2_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_2.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t2
ovn_fim_skattach_initiative_chs_undivided_3_army_elites	wh3_dlc20_faction_initiative_chs_undivided_3_elites	-1	ovn_fim_skattach_initiative_slaves_und_t3	ovn_fim_skattach_initiative_slaves_und_t3_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_3.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t3
ovn_fim_skattach_initiative_chs_undivided_3_characters_marking	wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking	-1	ovn_fim_skattach_initiative_slaves_und_t3	ovn_fim_skattach_initiative_slaves_und_t3_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_3.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t3
ovn_fim_skattach_initiative_chs_undivided_3_units_hellcannons	wh3_dlc20_faction_initiative_chs_undivided_3_units_hellcannons	-1	ovn_fim_skattach_initiative_slaves_und_t3	ovn_fim_skattach_initiative_slaves_und_t3_sacrifice_requirement_high	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_3.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t3
ovn_fim_skattach_initiative_chs_undivided_3_units_warshrine	wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	-1	ovn_fim_skattach_initiative_slaves_und_t4	ovn_fim_skattach_initiative_slaves_und_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_4.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t4
ovn_fim_skattach_initiative_chs_undivided_5_units_shaggoths	wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	-1	ovn_fim_skattach_initiative_slaves_und_t4	ovn_fim_skattach_initiative_slaves_und_t4_sacrifice_requirement	UI\skins\default\chaos_gifts\ritual_gift_undivided_rank_5.png	ovn_fim_skattach_initiative_slaves_und_upkeep_t4
