ability	land_unit
wh_main_character_abilities_arcane_conduit	fim_cha_dirach_death
wh_main_character_passive_evasion	fim_cha_dirach_death
ovn_mystic_mist	fim_cha_dirach_death
wh3_main_unit_passive_single_entity	fim_cha_dirach_death
wh_dlc08_unit_passive_from_the_mist	fim_cha_dirach_fire
wh_main_character_abilities_arcane_conduit	fim_cha_dirach_fire
wh_main_character_passive_evasion	fim_cha_dirach_fire
ovn_mystic_mist	fim_cha_dirach_fire
wh3_main_unit_passive_single_entity	fim_cha_dirach_fire
wh_dlc08_unit_passive_from_the_mist	fim_cha_dirach_shadow
wh_main_character_abilities_arcane_conduit	fim_cha_dirach_shadow
wh_main_character_passive_evasion	fim_cha_dirach_shadow
ovn_mystic_mist	fim_cha_dirach_shadow
wh3_main_unit_passive_single_entity	fim_cha_dirach_shadow
wh_dlc08_unit_passive_from_the_mist	fim_inf_fimm_warriors
wh_dlc08_unit_passive_from_the_mist	fim_inf_fimm_warriors_great_weapons
wh_dlc08_unit_passive_from_the_mist	fim_mon_fianna_fimm_great_weapons
wh_dlc08_unit_passive_from_the_mist	fim_cha_finmor
wh_main_character_abilities_deadly_onslaught	fim_cha_finmor
wh_main_character_abilities_foe_seeker	fim_cha_finmor
wh3_main_unit_passive_single_entity	fim_cha_finmor
wh_dlc08_unit_passive_from_the_mist	fim_inf_fimm_warriors_axe_throwers_ror
wh_dlc08_unit_passive_from_the_mist	fim_mon_gharnus_daemon_ror
wh_main_unit_passive_frenzy	fim_inf_killing_eye_ror
wh_dlc08_unit_passive_from_the_mist	fim_inf_killing_eye_ror
wh_main_unit_passive_deathblow	fim_inf_killing_eye_ror
wh3_main_unit_passive_daemonic_instability_daemon_ii	fim_inf_moor_hounds
wh3_main_unit_passive_daemonic_instability_daemon	fim_inf_moor_hounds
wh_dlc08_unit_passive_from_the_mist	fim_mon_mistmor
wh3_main_unit_passive_daemonic_instability_daemon_ii	fim_inf_moor_hounds_ror
wh3_main_unit_passive_daemonic_instability_daemon	fim_inf_moor_hounds_ror
wh3_main_unit_passive_daemonic_instability_daemon_ii	fim_cav_nuckelavee
wh3_main_unit_passive_daemonic_instability_daemon	fim_cav_nuckelavee
wh_dlc08_unit_passive_from_the_mist	fim_inf_shearl
wh3_main_unit_passive_daemonic_instability_daemon_ii	fim_inf_swamp_daemons
wh3_main_unit_passive_daemonic_instability_daemon	fim_inf_swamp_daemons
wh3_main_unit_passive_daemonic_instability_daemon_ii	fim_inf_swamp_daemons_summon
wh3_main_unit_passive_daemonic_instability_daemon	fim_inf_swamp_daemons_summon
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	fim_inf_swamp_daemons_summon
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_cha_fimir_balefiend_beast
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_fimir_balefiend_beast
wh_main_character_passive_evasion	wh_dlc08_nor_cha_fimir_balefiend_beast
wh3_main_unit_passive_single_entity	wh_dlc08_nor_cha_fimir_balefiend_beast
wh_dlc08_unit_passive_from_the_mist	wh_dlc08_nor_cha_fimir_balefiend_death
wh_main_character_abilities_arcane_conduit	wh_dlc08_nor_cha_fimir_balefiend_death
wh_main_character_passive_evasion	wh_dlc08_nor_cha_fimir_balefiend_death
wh3_main_unit_passive_single_entity	wh_dlc08_nor_cha_fimir_balefiend_death
wh3_main_unit_passive_single_entity	ovn_fim_mon_bog_octopus_0
wh3_main_unit_passive_single_entity	fim_cha_daemon_octopus_kroll
ovn_fim_kroll_broodmother	fim_cha_daemon_octopus_kroll
ovn_fim_kroll_fulcrum_of_worship	fim_cha_daemon_octopus_kroll
ovn_fim_kroll_mother_young	fim_cha_daemon_octopus_kroll
wh3_main_unit_passive_daemonic_instability_daemon_ii	fim_cha_daemon_octopus_kroll
wh3_main_unit_passive_daemonic_instability_daemon	fim_cha_daemon_octopus_kroll
wh2_main_unit_passive_unbinding_great_eagle	ovn_fim_mon_bog_octopus_summon
wh3_main_unit_passive_single_entity	ovn_fim_mon_bog_octopus_summon
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	fim_mon_bog_beasts_summon
