key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
ovn_spell_desert_quicksand_upgraded	20.0000	38.0000	-1	55.0000	false	0	-1	true	0.0000		false	false	true	200.0000	false	false	5.0000	false	1495079537			cast_up_long	14.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh2_dlc14_abilities_seismic_snare			0.5000	wh_main_generic_miscast	hex_speed_area	wh3_main_ability_modular	nehekhara_long	vo_battle_special_ability_spell_cast_negative	150.0000	0.0000				false	true	true	false				false	true	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
ovn_spell_desert_burning_hands	6.0000	32.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	100.0000	false	false	1.0000	false	1495079538			cast_up_short	5.0000	0.0000	wh_abilities_generic_breath	wh_abilities_generic_breath			ovn_spell_desert_burning_hands	0.0000		vortex_breath	wh_group_unit	nehekhara_short	vo_battle_special_ability_spell_cast_negative	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
ovn_spell_desert_burning_hands_upgraded	6.0000	32.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	100.0000	false	false	1.0000	false	1495079539			cast_up_short	8.0000	0.0000	wh_abilities_generic_breath	wh_abilities_generic_breath			ovn_spell_desert_burning_hands_upgraded	0.5000	wh_main_generic_miscast	vortex_breath	wh_group_unit	nehekhara_short	vo_battle_special_ability_spell_cast_negative	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
ovn_spell_desert_curse_of_the_djinn	21.0000	47.0000	-1	35.0000	false	0	-1	false	0.0000		false	true	true	200.0000	false	false	3.0000	false	1495079540			cast_up_medium	6.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_melee_area	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	nehekhara_medium	vo_battle_special_ability_spell_cast_negative	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
ovn_spell_desert_curse_of_the_djinn_upgraded	21.0000	47.0000	-1	55.0000	false	0	-1	false	0.0000		false	true	true	200.0000	false	false	3.0000	false	1495079541			cast_up_medium	10.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.5000	wh_main_generic_miscast	hex_melee_area	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	nehekhara_medium	vo_battle_special_ability_spell_cast_negative	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
ovn_lore_passive_blessing_of_the_elements	13.0000	-1.0000	-1	55.0000	true	-1	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079542				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
ovn_arb_baz_wep_10_vengeful_sword_heal	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079543				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_baz_wep_10_vengeful_sword_damage_self	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079544				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	0	false	1.0000		true					
ovn_arb_baz_ei_12_twilight_mirror_shard_ability	10.0000	0.0000	1	0.0000	false	0	0	false	30.0000		true	false	true	50.0000	false	false	5.0000	false	1495079545		wh_main_chs_mon_chaos_spawn_summoned		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_dlc05_lord_abilities_spirit_essence_of_chaos		vo_battle_special_ability_generic_response	100.0000	0.0000		unit_position_offset	wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false	wh3_main_tzeentch_gate			false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
wh2_dlc12_army_abilities_great_invocation_of_djinn	6.0000	120.0000	1	0.0000	false	0	0	false	45.0000		false	true	true	-1.0000	false	false	5.0000	false	1495079546				14.0000	0.0000	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc12_army_abilities_great_invocation_of_djinn	0.0000		vortex_wind	wh2_dlc12_abilities_invocation_of_sotek		vo_battle_special_ability_generic_response	0.0000	200.0000				false	false	true	false		wh2_dlc12_abilities_invocation_of_djinn		false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
ovn_arb_baz_wep_08_matyr_shard_ability	-1.0000	-1.0000	-1	0.0000	true	0	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079547				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	25.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_baz_heal	13.0000	60.0000	-1	0.0000	true	1	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	false	1495079548				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		healing			vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_baz_arm_09_faith_shield_ability	-1.0000	-1.0000	-1	35.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079549				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
ovn_arb_baz_arm_08_gorgon_shield_ability	17.0000	90.0000	-1	35.0000	false	0	-1	true	0.0000		false	false	false	0.0000	false	false	0.0000	false	1495079550				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_melee_area_self	wh_main_spell_light_net_of_amyntok		vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
ovn_arb_baz_escape	25.0000	90.0000	3	35.0000	true	1	0	false	0.0000		true	false	false	0.0000	false	false	0.0000	false	1495079551				0.0000	0.0000	wh_army_abilities_generic_full_hide	wh_army_abilities_generic_full_hide				0.0000		full_hide	wh_group_unit		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
smokeleaf_smokescreen	21.0000	90.0000	-1	35.0000	false	0	-1	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1495079552				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff			wh_dlc06_unit_abilities_smoke_bomb	0.0000		being_charged	wh_group_dark_magic		vo_battle_special_ability_generic_response	25.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	2	false	1.0000		true					
ovn_mehmed_massacre_them	24.0000	90.0000	-1	0.0000	false	0	1	true	0.0000		false	true	false	100.0000	false	false	0.0000	false	1495079553				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					
arb_fatandira_aimed_shot	-1.0000	120.0000	2	0.0000	false	0	0	false	0.0000	wh2_dlc13_lord_abilities_kill_shot	false	true	false	250.0000	false	false	5.0000	false	1495079554			killshot	0.0000	0.0000	wh_spell_generic_missile	wh2_dlc13_weapon_abilities_kill_shot				0.0000		projectile_single_ap	wh_group_lord_ability		vo_battle_special_ability_generic_response	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_single	1	false	0.3000		true					
arb_fatandira_desert_feint	22.0000	90.0000	3	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1495079555				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
arb_fatandira_blades_demise_skill	41.0000	120.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1495079556				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_item		vo_battle_special_ability_generic_response	150.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
arb_golden_magus_burning_scimitar_ability	28.0000	44.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1495079557				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_main_spell_fire_flaming_sword_of_rhuin		vo_battle_special_ability_spell_cast_positive	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
arb_golden_magus_wrath_djinn_passive	-1.0000	-1.0000	-1	0.0000	true	0	0	false	5.0000		false	false	false	0.0000	false	false	0.0000	true	1495079558				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
arb_golden_magus_flaming_scimitar_bolts_of_burning	9.0000	120.0000	4	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	0.0000	false	1495079559	wh_main_spell_fire_piercing_bolts_of_burning			0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh_main_spell_fire_piercing_bolts_of_burning	fire_long	vo_battle_special_ability_spell_cast_negative	0.0000	237.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	1	false	1.0000		true	Fire				
arb_golden_magus_flaming_scimitar_hurricane_blades	7.0000	38.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	3.0000	false	1495079560			cast_up_medium	0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_spell_dark_magic_bladewind	0.0000		vortex	wh2_main_spell_dark_magic_bladewind	dark_magic_medium	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
arb_jaffar_serpent_djinn	28.0000	60.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	1495079561			cast_up_short	0.0000	0.0000	wh_abilities_generic_vortex				arb_jaffar_serpent_djinn	0.0000		aoe_centred_on_self	wh_group_unit		vo_battle_special_ability_generic_response	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
arb_jaffar_aura_will	-1.0000	-1.0000	-1	55.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079562				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
wh_main_spell_fire_flaming_sword_of_rhuin_bound_camel_ror	28.0000	44.0000	2	35.0000	true	-1	0	true	0.0000		true	false	true	200.0000	false	false	3.0000	false	1495079563				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_main_spell_fire_flaming_sword_of_rhuin	fire_medium	vo_battle_special_ability_spell_cast_positive	75.0000	75.0000				false	false	true	true	wh3_dlc23_abilities_flaming_sword_of_rhuin			false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
ovn_unit_passive_unbinding_djinn	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079565				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		summon	false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_unit_passive_unbinding_arb_spearmen_mirage	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079566				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		summon	false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079567				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		summon	false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_unit_passive_unbinding_ovn_arb_cha_nomad_0	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079568				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		summon	false	false	true	-1.0000	false	default	1	false	1.0000		true					
blood_howl	25.0000	30.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079569				0.0000	0.0000	wh_abilities_generic_buff					0.0000			wh_group_unit		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
roy_unit_active_arb_strike_from_the_shadows	73.0000	90.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	1495079570				0.0000	0.0000	wh_abilities_generic_full_hide_no_ring					0.0000		flanking_opportunity	wh_group_unit		vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
roy_unit_active_arb_doppelgang	60.0000	90.0000	2	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	0.0000	false	1495079571		ovn_arb_cha_nomad_0_summoned		0.0000	0.0000	wh_abilities_generic_spawn_skaven	wh_abilities_generic_spawn				1.0000	wh2_dlc14_unit_abilities_doppelgang_miscast	threatened	wh_group_unit		vo_battle_special_ability_generic_response	75.0000	75.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	false	true				false	false	false	true	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_arb_unit_passive_djinn_strong_binding	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079572				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_unit_passive_djinn_instability	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079573				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		daemonic_instability	false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_arb_unit_passive_djinn_instability_ii	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	165032219				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false		daemonic_instability	false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_arb_passive_djinn_carriage_power_of_djinn	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079574				0.0000	0.0000	wh_abilities_generic_buff_wom_no_ring					0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_arb_dervish_dance	-1.0000	0.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	1495079575				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	25.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
arb_guard_ror_jaffar_elite	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079576				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_grand_bombard_ror_sphere	-1.0000	90.0000	3	0.0000	false	0	0	false	0.0000	ovn_arb_bombard_cannon_ability_projectile	false	true	false	300.0000	false	false	1.0000	false	1495079577				0.0000	0.0000	wh_spell_generic_missile					0.0000		projectile_explosive	wh_group_lord_ability		vo_battle_special_ability_generic_response	0.0000	100.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_single	1	true	0.3000		true					
arb_jaffar_to_djinn_transformation	2.6000	120.0000	-1	0.0000	true	1	0	false	30.0000		false	false	false	0.0000	false	false	2.6000	false	1495079578		ovn_arb_cha_sultan_jaffar_djinn	rebirth	0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		augment_melee_self	wh3_main_ability_modular		vo_battle_special_ability_generic_response	0.0000	0.0000		unit_position	wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	true	false	false			false	true	true	-1.0000	false	buff_self	1	false	1.0000		true		Yang			
arb_djinn_to_jaffar_transformation	2.6000	120.0000	-1	0.0000	true	1	0	false	30.0000		false	false	false	0.0000	false	false	2.6000	false	1495079579		ovn_arb_cha_sultan_jaffar_0	rebirth	0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000			wh3_main_ability_modular		vo_battle_special_ability_generic_response	0.0000	0.0000		unit_position	wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	true	false	false			false	true	true	-1.0000	false	buff_self	1	false	1.0000		true		Yang			
ovn_unit_abilities_air_skiff_broadside_right	-1.0000	60.0000	4	0.0000	false	0	0	false	0.0000	arb_djinn_skiff_broadside_cannon_balls	false	true	false	300.0000	false	false	3.1000	false	1495079580			cast_forward_short	0.0000	30.0000	wh_spell_generic_missile	wh_spell_generic_missile				0.0000		projectile_large_explosive	wh_group_unit_click		vo_battle_special_ability_generic_response	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	30.0000	false	damage_unit	1	false	1.0000		true					
ovn_unit_abilities_air_skiff_broadside_left	-1.0000	60.0000	4	0.0000	false	0	0	false	0.0000	arb_djinn_skiff_broadside_cannon_balls	false	true	false	300.0000	false	false	3.1000	false	1495079581			cast_forward_medium	0.0000	30.0000	wh_spell_generic_missile	wh_spell_generic_missile				0.0000		projectile_large_explosive	wh_group_unit_click		vo_battle_special_ability_generic_response	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	30.0000	false	damage_unit	1	false	1.0000		true					
ovn_arb_loyal_guards	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079582				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_pitfighters_enrage	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079583				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_arb_al_muktar	-1.0000	-1.0000	-1	55.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079584				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_spell_cast_negative	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
ovn_arb_passive_impetuous_charge	30.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1495079585				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
