ancillary	effect	effect_scope	value
ovn_araby_anc_follower_beastmen_bray_shamans_familiar	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_unseen	10.0000
ovn_araby_anc_follower_beastmen_chieftains_pet	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-3.0000
ovn_araby_anc_follower_beastmen_flayer	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	12.0000
ovn_araby_anc_follower_beastmen_flying_spy	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	8.0000
ovn_araby_anc_follower_beastmen_mannish_thrall	wh_main_effect_force_stat_leadership_vs_men	character_to_force_own	4.0000
ovn_araby_anc_follower_beastmen_pox_carrier	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
ovn_araby_anc_follower_dryad_spy	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_elder_scout	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0000
ovn_araby_anc_follower_forest_spirit	wh_main_effect_character_stat_magic_resistance	character_to_character_own	5.0000
ovn_araby_anc_follower_forest_spirit	wh_main_effect_force_stat_leadership_enemy_unit	character_to_force_enemy_regionwide	-5.0000
ovn_araby_anc_follower_hawk_companion	wh_main_effect_character_stat_range	character_to_character_own	8.0000
ovn_araby_anc_follower_hawk_companion	wh_main_effect_force_all_campaign_reinforcement_range	character_to_character_own_armytext	20.0000
ovn_araby_anc_follower_hunting_hound	wh_main_effect_general_mod_tunnel_interception_chance	character_to_character_own	20.0000
ovn_araby_anc_follower_royal_standard_bearer	wh_main_effect_agent_movement_range_mod	character_to_character_own	2.0000
ovn_araby_anc_follower_royal_standard_bearer	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	4.0000
ovn_araby_anc_follower_vauls_anvil_smith	wh_main_effect_character_stat_armour	character_to_character_own	14.0000
ovn_araby_anc_follower_vauls_anvil_smith	wh_main_effect_character_stat_weapon_strength	character_to_character_own	14.0000
ovn_araby_anc_follower_young_stag	wh_main_effect_force_stat_leadership	character_to_force_own	3.0000
ovn_araby_anc_follower_beserker	wh_main_effect_character_stat_weapon_strength	character_to_character_own	8.0000
ovn_araby_anc_follower_cathy_slave_dancers	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_force_own	-5.0000
ovn_araby_anc_follower_cathy_slave_dancers	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_dragonbone_raiders	wh_main_effect_force_all_campaign_raid_income	character_to_force_own	5.0000
ovn_araby_anc_follower_dragonbone_raiders	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	5.0000
ovn_araby_anc_follower_kurgan_slave_merchant	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0000
ovn_araby_anc_follower_kurgan_slave_merchant	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	10.0000
ovn_araby_anc_follower_mammoth	wh2_main_effect_building_recruitment_cost_reduction_arb_ovn_elephant	character_to_force_own	-10.0000
ovn_araby_anc_follower_mammoth	ovn_effect_tech_unit_xp_arb_elephants	character_to_force_own	1.0000
ovn_araby_anc_follower_mammoth	wh_main_effect_force_stat_leadership_enemy_unit	character_to_force_enemy_regionwide	-1.0000
ovn_araby_anc_follower_mountain_scout	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0000
ovn_araby_anc_follower_seer	wh_main_effect_technology_research_points	character_to_faction_unseen	5.0000
ovn_araby_anc_follower_skaeling_trader	wh_main_effect_economy_gdp_mod_all	character_to_region_own	7.0000
ovn_araby_anc_follower_slave_worker	wh_main_effect_building_construction_cost_mod	character_to_region_own	-7.0000
ovn_araby_anc_follower_whalers	wh_main_effect_economy_gdp_mod_trade_sea	character_to_region_own	10.0000
ovn_araby_anc_follower_greenskins_backstabba	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	8.0000
ovn_araby_anc_follower_greenskins_bat-winged_loony	wh_main_effect_force_all_campaign_raid_income	character_to_force_own	7.0000
ovn_araby_anc_follower_greenskins_bully	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	6.0000
ovn_araby_anc_follower_greenskins_dog_boy_scout	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	10.0000
ovn_araby_anc_follower_greenskins_dung_collector	wh_main_effect_economy_gdp_mod_all	character_to_region_own	4.0000
ovn_araby_anc_follower_greenskins_gobbo_ranta	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-3.0000
ovn_araby_anc_follower_greenskins_idol_carva	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
ovn_araby_anc_follower_greenskins_idol_carva	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_greenskins_pit_boss	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	15.0000
ovn_araby_anc_follower_greenskins_serial_loota	wh_main_effect_force_all_campaign_loot_income	character_to_character_own	5.0000
ovn_araby_anc_follower_greenskins_snotling_scavengers	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	10.0000
ovn_araby_anc_follower_greenskins_swindla	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	7.0000
ovn_araby_anc_follower_halfling_fieldwarden	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_force_own	10.0000
ovn_araby_anc_follower_undead_black_cat	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_undead_carrion	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	7.0000
ovn_araby_anc_follower_undead_corpse_thief	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	8.0000
ovn_araby_anc_follower_undead_manservant	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0000
ovn_araby_anc_follower_undead_mortal_informer	wh_main_effect_character_mod_ancillary_drop	character_to_force_own_unseen	4.0000
ovn_araby_anc_follower_undead_poltergeist	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_undead_possessed_mirror	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	12.0000
ovn_araby_anc_follower_undead_warlock	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_force_own	10.0000
ovn_araby_anc_follower_undead_warp_stone_hunter	wh_main_effect_economy_gdp_mod_all	character_to_region_own	4.0000
ovn_araby_anc_follower_dwarfs_archivist	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_dwarfs_brewmaster	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	character_to_region_own	6.0000
ovn_araby_anc_follower_dwarfs_candle_maker	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	8.0000
ovn_araby_anc_follower_dwarfs_choir_master	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
ovn_araby_anc_follower_dwarfs_choir_master	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_dwarfs_cooper	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	character_to_region_own	6.0000
ovn_araby_anc_follower_dwarfs_daughter_of_valaya	wh_main_effect_economy_gdp_mod_all	character_to_region_own	7.0000
ovn_araby_anc_follower_dwarfs_dwarf_bride	wh_main_effect_economy_gdp_mod_all	character_to_region_own	9.0000
ovn_araby_anc_follower_dwarfs_dwarfen_tattooist	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-3.0000
ovn_araby_anc_follower_dwarfs_goldsmith	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	character_to_region_own	8.0000
ovn_araby_anc_follower_dwarfs_grudgekeeper	wh_main_effect_force_stat_leadership_vs_greenskins	character_to_force_own	4.0000
ovn_araby_anc_follower_dwarfs_guildmaster	wh_main_effect_economy_trade_tariff_mod	character_to_faction	5.0000
ovn_araby_anc_follower_dwarfs_jewelsmith	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	character_to_region_own	6.0000
ovn_araby_anc_follower_dwarfs_miner	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	character_to_region_own	15.0000
ovn_araby_anc_follower_dwarfs_powder_mixer	wh_main_effect_force_army_campaign_recruitment_cost_artillery	character_to_province_own	-7.0000
ovn_araby_anc_follower_dwarfs_prospector	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	9.0000
ovn_araby_anc_follower_dwarfs_reckoner	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	4.0000
ovn_araby_anc_follower_dwarfs_runebearer	wh_main_effect_agent_movement_range_mod	character_to_character_own	10.0000
ovn_araby_anc_follower_dwarfs_sapper	wh_main_effect_force_army_campaign_siege_defend_attrition_bad	character_to_force_enemy_regionwide	10.0000
ovn_araby_anc_follower_dwarfs_shieldbreaker	wh_main_effect_force_stat_leadership_during_siege_subterranean	character_to_force_own	4.0000
ovn_araby_anc_follower_dwarfs_shieldbreaker	wh_main_effect_force_stat_leadership_during_subterranean	character_to_force_own	4.0000
ovn_araby_anc_follower_dwarfs_shipwright	wh2_main_effect_force_army_campaign_attrition_all_sea_resistance	character_to_force_own	-60.0000
ovn_araby_anc_follower_dwarfs_stonemason	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	character_to_region_own	8.0000
ovn_araby_anc_follower_dwarfs_teller_of_tales	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
ovn_araby_anc_follower_dwarfs_teller_of_tales	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_dwarfs_treasure_hunter	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	7.0000
ovn_araby_anc_follower_dwarfs_troll_slayer	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	14.0000
ovn_araby_anc_follower_empire_agitator	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_empire_apprentice_wizard	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_unseen	18.0000
ovn_araby_anc_follower_empire_barber_surgeon	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
ovn_araby_anc_follower_empire_bone_picker	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	12.0000
ovn_araby_anc_follower_empire_burgher	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_empire_camp_follower	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0000
ovn_araby_anc_follower_empire_charcoal_burner	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_empire_coachman	wh_main_effect_economy_trade_tariff_mod	character_to_faction	6.0000
ovn_araby_anc_follower_empire_entertainer	wh_main_effect_public_order_characters	character_to_province_own	2.0000
ovn_araby_anc_follower_empire_ferryman	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	5.0000
ovn_araby_anc_follower_empire_hunter	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_force_own	10.0000
ovn_araby_anc_follower_empire_jailer	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_empire_light_college_acolyte	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-3.0000
ovn_araby_anc_follower_empire_marine	wh_main_effect_force_navy_campaign_attrition_high_seas_resistance	character_to_force_own	-15.0000
ovn_araby_anc_follower_empire_messenger	wh_main_effect_agent_movement_range_mod	character_to_character_own	6.0000
ovn_araby_anc_follower_empire_noble	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_empire_peasant	wh_main_effect_economy_gdp_mod_all	character_to_region_own	1.0000
ovn_araby_anc_follower_empire_rat_catcher	wh_main_effect_force_army_campaign_attrition_all_resistance	character_to_force_own	-10.0000
ovn_araby_anc_follower_empire_road_warden	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
ovn_araby_anc_follower_empire_road_warden	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_force_own	15.0000
ovn_araby_anc_follower_empire_scribe	wh_main_effect_agent_movement_range_mod	character_to_character_own	8.0000
ovn_araby_anc_follower_empire_seaman	wh_main_effect_force_navy_campaign_attrition_high_seas_resistance	character_to_force_own	-15.0000
ovn_araby_anc_follower_empire_thief	wh_main_effect_force_all_campaign_raid_income	character_to_force_own	15.0000
ovn_araby_anc_follower_empire_tradesman	wh_main_effect_economy_trade_tariff_mod	character_to_faction	8.0000
ovn_araby_anc_follower_empire_watchman	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-4.0000
ovn_araby_anc_follower_empire_woodsman	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_bretonnia_court_jester	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-3.0000
ovn_araby_anc_follower_bretonnia_squire	wh_main_effect_character_mod_ancillary_drop	character_to_force_own_unseen	4.0000
